#{"t_start": 1784477804.0824566, "env_id": "None"}
r,l,t
9.3,8,104.446705
9.1,10,104.479709
8.4,17,104.53872
9.0,11,104.569725
8.0,21,104.986798
8.2,19,105.046308
8.0,21,105.110819
7.8,23,105.192333
8.4,17,105.253844
9.3,8,105.279849
9.7,4,105.291851
7.6,25,105.374365
9.3,8,105.40137
8.7,14,105.452378
8.9,12,105.487385
8.1,20,105.548395
8.3,18,105.605405
8.9,12,105.638911
9.5,6,105.655914
8.4,17,105.704922
9.0,11,105.738428
8.5,16,105.782936
8.5,16,106.180505
7.0,31,106.276021
9.2,9,106.302026
7.7,24,106.373038
7.3,28,106.476056
7.9,22,106.55507
10.0,1,106.559071
-6.0,60,106.760606
9.1,10,106.828117
8.0,21,106.904131
9.6,5,106.918633
6.9,32,107.36421
7.0,31,107.47473
8.1,20,107.545242
9.6,5,107.561244
8.9,12,107.596251
7.5,26,107.704269
7.7,24,107.799286
9.9,2,107.807787
8.5,16,107.859296
8.3,18,107.921807
9.0,11,107.955813
9.3,8,107.982318
9.2,9,108.010323
8.1,20,108.079334
7.1,30,108.175852
9.4,7,108.197355
9.9,2,108.203356
7.6,25,108.63243
8.9,12,108.675438
9.6,5,108.693941
9.3,8,108.720946
9.9,2,108.727947
9.3,8,108.755452
8.3,18,108.818963
9.3,8,108.841967
7.9,22,108.907978
8.3,18,108.97299
9.6,5,108.990993
9.8,3,109.001995
9.8,3,109.011496
9.5,6,109.029499
8.4,17,109.078007
7.6,25,109.159522
8.8,13,109.20703
6.3,38,109.32205
7.0,31,109.416567
9.9,2,109.422568
9.1,10,109.801133
7.4,27,109.889148
8.1,20,109.952159
7.7,24,110.034674
9.5,6,110.053678
8.2,19,110.116188
7.4,27,110.202203
8.6,15,110.249711
9.8,3,110.259713
7.4,27,110.342227
9.3,8,110.364731
9.0,11,110.396237
7.5,26,110.484252
9.0,11,110.518758
9.9,2,110.524259
8.8,13,110.560765
9.8,3,110.569267
9.7,4,110.582269
9.4,7,110.93333
7.4,27,111.013844
8.4,17,111.069854
9.9,2,111.076355
9.5,6,111.095358
8.4,17,111.149867
8.9,12,111.186374
8.8,13,111.228381
7.2,29,111.319397
8.3,18,111.375407
7.9,22,111.467422
7.6,25,111.550437
9.2,9,111.578942
8.3,18,111.632951
9.9,2,111.638952
7.9,22,111.700463
9.7,4,111.711465
8.7,14,112.091531
7.5,26,112.174545
8.5,16,112.224554
7.8,23,112.295566
8.2,19,112.354576
8.8,13,112.391083
9.3,8,112.417087
8.0,21,112.478598
8.7,14,112.518605
9.0,11,112.552611
7.9,22,112.615122
8.9,12,112.651128
10.0,1,112.654128
9.0,11,112.689635
8.4,17,112.739143
7.7,24,112.812656
7.7,24,113.223727
8.3,18,113.279237
7.4,27,113.365752
10.0,1,113.368752
7.3,28,113.459268
9.6,5,113.474771
9.2,9,113.502275
7.6,25,113.579789
9.9,2,113.58629
5.9,42,113.713813
7.4,27,113.795826
7.6,25,113.867339
9.6,5,113.882842
9.8,3,113.893343
9.5,6,113.914347
9.9,2,113.920848
7.8,23,114.324418
8.9,12,114.362425
6.8,33,114.469943
9.3,8,114.497948
7.8,23,114.573461
8.3,18,114.62497
9.2,9,114.650975
7.9,22,114.720487
8.2,19,114.779497
7.9,22,114.85101
-15.9,60,115.051044
9.5,6,115.071048
7.6,25,115.471617
7.8,23,115.536628
8.0,21,115.60114
7.5,26,115.693656
9.4,7,115.71516
9.5,6,115.732162
8.8,13,115.768669
8.4,17,115.816177
9.0,11,115.847182
8.7,14,115.886689
8.6,15,115.960202
8.9,12,116.009211
7.9,22,116.080723
9.2,9,116.106227
6.9,32,116.198744
9.7,4,116.209745
8.8,13,116.253253
8.0,21,116.629318
8.8,13,116.666825
7.2,29,116.75584
8.6,15,116.801348
8.8,13,116.844355
8.1,20,116.909867
7.4,27,116.997382
7.2,29,117.094399
9.3,8,117.123404
6.5,36,117.234923
7.7,24,117.307436
5.8,43,117.773017
9.5,6,117.79052
8.5,16,117.838528
8.3,18,117.897538
9.2,9,117.929544
8.9,12,117.969551
9.7,4,117.981053
8.0,21,118.044064
9.0,11,118.078069
7.7,24,118.145581
6.7,34,118.240598
-6.0,60,118.411628
7.5,26,118.814698
8.0,21,118.874208
8.7,14,118.914215
9.3,8,118.939719
9.3,8,118.962723
9.7,4,118.974725
9.2,9,119.007731
8.5,16,119.063241
9.8,3,119.075743
9.6,5,119.094246
8.1,20,119.153256
7.4,27,119.23377
6.5,36,119.334288
9.3,8,119.357792
6.8,33,119.454309
9.2,9,119.479813
8.4,17,119.527321
7.6,25,119.92489
8.6,15,119.967398
4.9,52,120.125925
8.8,13,120.165432
6.6,35,120.263449
7.6,25,120.336962
7.8,23,120.404974
9.2,9,120.430478
7.7,24,120.50249
-6.0,60,120.999077
7.6,25,121.071589
9.3,8,121.094093
8.0,21,121.162105
8.6,15,121.206113
9.9,2,121.212614
9.3,8,121.235618
7.5,26,121.30813
9.8,3,121.316632
9.9,2,121.322633
6.8,33,121.417149
9.8,3,121.426151
10.0,1,121.429151
9.7,4,121.442654
9.2,9,121.468658
9.6,5,121.483161
8.4,17,121.53717
9.6,5,121.551172
9.2,9,121.576677
8.6,15,121.618684
7.2,29,121.700199
9.0,11,122.059761
8.8,13,122.099268
8.5,16,122.148276
9.6,5,122.162779
8.8,13,122.203786
9.6,5,122.218288
8.8,13,122.265797
7.4,27,122.358813
9.8,3,122.369815
7.7,24,122.444827
7.9,22,122.521341
9.6,5,122.535843
6.9,32,122.63186
8.8,13,122.68537
9.1,10,122.729377
8.7,14,122.782386
8.8,13,122.840397
8.4,17,122.898406
8.7,14,123.277472
8.1,20,123.337982
7.7,24,123.406994
7.7,24,123.478507
8.2,19,123.537017
7.3,28,123.620032
9.9,2,123.626032
8.4,17,123.674541
9.8,3,123.683043
9.2,9,123.712047
9.4,7,123.731551
8.6,15,123.773558
9.7,4,123.78506
8.6,15,123.827567
7.8,23,123.893079
8.1,20,123.954589
9.3,8,123.977593
8.8,13,124.342657
7.9,22,124.405668
8.3,18,124.458677
8.6,15,124.501184
9.2,9,124.528689
9.3,8,124.551693
7.5,26,124.653211
9.5,6,124.670714
6.9,32,124.769457
7.4,27,124.850745
8.9,12,124.884751
8.3,18,124.941261
9.2,9,124.966765
9.9,2,124.973266
9.8,3,124.984268
-6.9,60,125.533364
8.5,16,125.592374
-6.0,60,125.781407
8.8,13,125.819913
9.6,5,125.833916
8.1,20,125.894926
7.8,23,125.97194
8.8,13,126.009946
8.0,21,126.074958
9.7,4,126.085959
8.6,15,126.135468
9.4,7,126.159472
9.0,11,126.197979
9.5,6,126.215982
8.3,18,126.278993
8.6,15,126.671061
9.9,2,126.678562
9.4,7,126.701066
9.7,4,126.714568
8.9,12,126.752575
9.1,10,126.783581
9.6,5,126.797083
8.5,16,126.842091
9.8,3,126.851093
8.2,19,126.907602
10.0,1,126.911103
9.0,11,126.95061
10.0,1,126.95461
8.3,18,127.005119
9.7,4,127.016621
9.4,7,127.040125
7.3,28,127.132641
7.5,26,127.205153
8.4,17,127.254162
6.7,34,127.372183
8.9,12,127.41219
7.9,22,127.839264
9.5,6,127.861268
8.6,15,127.915777
8.9,12,127.959785
8.6,15,128.014294
8.2,19,128.084306
6.1,40,128.204327
8.6,15,128.257336
9.5,6,128.27584
9.3,8,128.298343
9.3,8,128.322848
8.3,18,128.378858
7.7,24,128.454371
8.4,17,128.51138
10.0,1,128.515382
8.0,21,128.588394
9.3,8,128.617399
8.8,13,128.661906
8.6,15,129.058475
8.4,17,129.105983
7.4,27,129.1985
-6.0,60,129.396534
7.8,23,129.478048
8.5,16,129.527057
9.4,7,129.553061
7.9,22,129.630075
8.8,13,129.675082
8.8,13,129.713089
7.2,29,129.794103
8.2,19,130.201174
7.5,26,130.276187
9.1,10,130.309192
8.8,13,130.3527
8.7,14,130.399708
7.8,23,130.478722
8.2,19,130.533732
8.2,19,130.58674
6.5,36,130.692759
9.3,8,130.718263
9.2,9,130.745768
5.0,42,130.875291
10.0,1,130.878791
9.1,10,130.910797
9.4,7,130.935301
7.9,22,131.33337
8.1,20,131.398882
8.3,18,131.458392
9.2,9,131.486897
9.0,11,131.520903
7.6,25,131.602417
9.2,9,131.632922
9.6,5,131.648925
9.1,10,131.68043
7.5,26,131.761945
8.1,20,131.820955
8.5,16,131.866463
7.7,24,131.950977
8.1,20,132.008987
9.4,7,132.029491
9.0,11,132.061996
8.0,21,132.448064
7.8,23,132.523077
8.1,20,132.581087
9.4,7,132.602591
9.2,9,132.628095
7.0,31,132.719111
9.6,5,132.733113
9.7,4,132.746115
9.0,11,132.780621
9.6,5,132.796624
8.6,15,132.844633
9.5,6,132.864136
9.0,11,132.897142
8.6,15,132.941649
9.4,7,132.961153
9.8,3,132.969654
9.7,4,132.981156
8.4,17,133.035166
9.7,4,133.048168
6.7,34,133.159687
9.1,10,133.189692
8.6,15,133.565758
8.4,17,133.623267
8.0,21,133.684278
9.1,10,133.744288
8.5,16,133.790797
9.8,3,133.800798
7.3,28,133.891814
8.3,18,133.946824
9.2,9,133.975329
7.8,23,134.047841
8.1,20,134.106351
8.9,12,134.141357
9.0,11,134.172863
9.0,11,134.206369
7.8,23,134.280381
7.5,26,134.355895
7.0,31,134.775968
9.6,5,134.79147
9.4,7,134.812974
8.5,16,134.865483
8.3,18,134.923493
8.8,13,134.967501
8.3,18,135.025511
7.8,23,135.098024
9.1,10,135.128029
9.7,4,135.141031
7.6,25,135.221045
8.7,14,135.269053
7.6,25,135.341566
9.9,2,135.348567
8.2,19,135.411578
9.5,6,135.430081
9.5,6,135.449585
8.5,16,135.499093
10.0,1,135.502094
10.0,1,135.505094
7.0,31,135.924167
7.6,25,135.99818
9.4,7,136.017683
8.9,12,136.06069
8.3,18,136.118701
8.0,21,136.177211
9.5,6,136.194214
8.3,18,136.244722
8.8,13,136.283229
8.5,16,136.328237
7.9,22,136.393249
10.0,1,136.396249
8.4,17,136.444757
8.9,12,136.480763
8.8,13,136.51727
9.5,6,136.538774
9.5,6,136.558277
9.4,7,136.580281
9.6,5,136.596283
10.0,1,136.600284
8.1,20,136.989352
8.1,20,137.045861
8.1,20,137.103372
8.4,17,137.155881
9.6,5,137.172383
8.5,16,137.220892
7.5,26,137.293905
8.6,15,137.339412
9.7,4,137.352915
8.4,17,137.404924
10.0,1,137.407924
9.4,7,137.428428
9.0,11,137.461934
8.5,16,137.509942
8.2,19,137.564952
7.6,25,137.635964
4.5,47,138.142552
9.3,8,138.165556
8.8,13,138.202062
8.3,18,138.258572
7.5,26,138.335085
9.6,5,138.349088
7.1,30,138.436603
9.5,6,138.453606
9.4,7,138.47511
8.6,15,138.517617
9.5,6,138.53462
7.9,22,138.597131
8.5,16,138.642139
8.3,18,138.692647
7.9,22,138.755158
7.5,26,139.176231
9.8,3,139.184733
9.1,10,139.214738
8.4,17,139.265247
8.2,19,139.318256
7.5,26,139.408772
7.6,25,139.485785
8.5,16,139.535294
7.9,22,139.597805
9.3,8,139.620808
9.5,6,139.637311
9.1,10,139.665316
9.0,11,139.696321
9.0,11,139.727327
9.0,11,139.757832
8.2,19,139.818343
9.0,11,139.853349
8.7,14,139.896856
8.9,12,140.258419
7.5,26,140.331432
9.3,8,140.353936
9.7,4,140.365438
7.3,28,140.454953
9.9,2,140.462454
9.2,9,140.487959
8.0,21,140.54997
8.0,21,140.613981
10.0,1,140.617981
9.2,9,140.647487
9.5,6,140.66749
8.9,12,140.704496
9.4,7,140.7265
9.6,5,140.740503
8.8,13,140.777009
7.7,24,140.845521
9.1,10,140.874026
7.8,23,140.945038
8.4,17,140.996547
8.0,21,141.374113
9.4,7,141.394116
8.1,20,141.452626
9.2,9,141.477631
9.9,2,141.483632
7.7,24,141.550643
7.8,23,141.619155
9.6,5,141.635658
9.8,3,141.64516
8.2,19,141.699169
9.9,2,141.70517
9.4,7,141.725174
7.9,22,141.788685
7.7,24,141.860697
9.8,3,141.870699
6.9,32,141.962715
7.9,22,142.024725
8.6,15,142.066733
8.8,13,142.4533
8.9,12,142.488306
7.9,22,142.558318
8.1,20,142.614828
8.6,15,142.658335
8.9,12,142.694342
7.6,25,142.765354
8.6,15,142.812862
9.1,10,142.840867
7.5,26,142.91438
8.2,19,142.96989
8.4,17,143.017898
8.9,12,143.051904
8.5,16,143.097412
9.3,8,143.120416
8.6,15,143.162923
9.2,9,143.512984
8.7,14,143.553991
8.3,18,143.604
8.3,18,143.654509
7.7,24,143.725021
9.0,11,143.759527
8.6,15,143.804534
7.4,27,143.880548
6.8,33,143.990067
8.5,16,144.035574
5.4,47,144.172098
8.2,19,144.228608
8.2,19,144.628678
9.5,6,144.64568
7.7,24,144.716193
8.5,16,144.761701
9.3,8,144.786705
9.1,10,144.81571
7.0,31,144.907726
8.7,14,144.949233
8.3,18,145.001742
7.7,24,145.071254
9.8,3,145.079756
7.9,22,145.141266
8.0,21,145.199777
8.7,14,145.241284
7.1,30,145.328799
8.3,18,145.733369
9.4,7,145.758374
9.6,5,145.772876
8.6,15,145.817884
8.8,13,145.863892
8.2,19,145.931404
9.0,11,145.96841
9.6,5,145.986413
7.8,23,146.057426
6.4,37,146.185448
8.8,13,146.229455
9.0,11,146.260961
9.2,9,146.293466
8.3,18,146.357978
10.0,1,146.361478
9.7,4,146.374481
8.9,12,146.408486
8.7,14,146.453994
7.6,25,146.875568
9.2,9,146.906073
9.5,6,146.924576
8.0,21,146.989087
9.0,11,147.025593
7.4,27,147.12061
7.9,22,147.193623
8.4,17,147.253133
9.2,9,147.282638
8.5,16,147.334147
9.4,7,147.355651
8.9,12,147.389157
9.8,3,147.398658
9.1,10,147.427663
9.6,5,147.447667
8.7,14,147.494675
9.1,10,147.530681
8.0,21,147.594192
6.8,33,147.688209
9.0,11,148.073775
9.8,3,148.084795
8.8,13,148.131786
-6.9,60,148.348823
9.3,8,148.376328
9.0,11,148.407833
9.9,2,148.416835
8.7,14,148.466344
7.0,31,148.565361
9.9,2,148.570862
8.0,21,148.637873
8.8,13,148.67588
8.6,15,148.727889
9.3,8,148.757394
9.7,4,148.771897
8.9,12,148.811904
6.3,38,149.285986
8.3,18,149.346496
8.2,19,149.409507
9.3,8,149.433012
8.6,15,149.48652
7.9,22,149.561033
8.7,14,149.604541
9.6,5,149.620544
8.0,21,149.690556
7.4,27,149.773571
8.9,12,149.814077
9.0,11,149.852084
8.5,16,149.906094
9.2,9,149.935599
7.7,24,150.018613
8.1,20,150.092126
8.2,19,150.508698
7.9,22,150.57971
8.7,14,150.621718
7.9,22,150.698231
6.7,34,150.80925
8.4,17,150.86626
7.7,24,150.944774
8.9,12,150.97878
9.0,11,151.009785
9.6,5,151.025288
7.5,26,151.100801
9.0,11,151.163312
7.6,16,151.21232
9.1,10,151.245826
8.1,20,151.631393
9.3,8,151.657897
8.1,20,151.717408
8.2,19,151.773918
8.2,19,151.832428
7.4,27,151.917443
9.6,5,151.931445
9.5,6,151.949948
8.4,17,152.003458
8.4,17,152.053966
7.7,24,152.127479
7.2,29,152.216995
7.8,23,152.297009
8.2,19,152.357019
8.6,15,152.405527
9.9,2,152.412529
9.8,3,152.42353
9.5,6,152.803596
8.3,18,152.88611
8.5,16,152.94062
8.3,18,153.001631
8.3,18,153.063642
9.0,11,153.099648
9.3,8,153.124151
9.0,11,153.158158
7.6,25,153.234671
9.4,7,153.255675
9.8,3,153.264176
5.1,50,153.406701
8.9,12,153.445708
9.9,2,153.452709
9.1,10,153.485715
8.2,19,153.540224
9.7,4,153.551726
7.9,22,153.940294
7.5,26,154.024308
7.0,31,154.123825
7.8,23,154.194338
8.1,20,154.251348
9.5,6,154.270851
9.8,3,154.280853
9.6,5,154.297356
7.6,25,154.376869
8.7,14,154.418376
10.0,1,154.421877
8.1,20,154.487889
9.6,5,154.505892
8.6,15,154.547399
9.2,9,154.576404
8.1,20,154.634414
9.3,8,154.656918
8.7,14,154.699425
8.6,15,155.076491
9.8,3,155.085993
8.8,13,155.124499
9.2,9,155.153504
8.8,13,155.190011
7.9,22,155.256522
9.2,9,155.286027
9.1,10,155.323034
8.6,15,155.369542
9.9,2,155.376043
7.6,25,155.457557
7.3,28,155.546072
9.3,8,155.571577
9.1,10,155.607583
9.1,10,155.639088
9.6,5,155.655091
7.8,23,155.723603
9.6,5,155.739106
9.6,5,155.755109
8.8,13,155.796616
8.8,13,155.838123
7.4,27,156.248194
8.2,19,156.303204
7.8,23,156.368215
7.0,31,156.460232
9.5,6,156.479734
7.9,22,156.543245
8.9,12,156.576751
9.1,10,156.605256
7.7,24,156.672768
4.9,52,156.823294
8.0,21,156.886805
8.5,16,156.933813
8.2,19,157.313379
6.1,22,157.37489
7.4,27,157.454904
9.7,4,157.472406
9.1,10,157.511413
9.6,5,157.526916
7.9,22,157.599929
8.2,19,157.66244
9.4,7,157.682943
8.4,17,157.731952
6.6,35,157.83497
8.7,14,157.874476
9.0,11,157.906482
7.0,31,157.999998
8.2,19,158.374563
8.6,15,158.419571
8.6,15,158.47008
9.5,6,158.487583
8.7,14,158.52959
9.6,5,158.548093
9.6,5,158.565096
7.6,25,158.639109
7.7,24,158.710621
7.5,26,158.783134
8.6,15,158.825141
9.1,10,158.854146
8.7,14,158.895154
8.7,14,158.938661
9.2,9,158.964166
9.6,5,158.978168
8.6,15,159.020175
9.3,8,159.042679
7.7,24,159.115692
8.9,12,159.474754
8.9,12,159.510261
7.7,24,159.586274
7.8,23,159.653286
9.1,10,159.686291
8.3,18,159.744301
9.6,5,159.758804
9.4,7,159.781807
8.6,15,159.823815
7.8,23,159.888826
7.4,27,160.008347
7.5,26,160.090361
9.0,11,160.123367
8.6,15,160.167374
8.0,21,160.231385
7.9,22,160.613452
7.6,25,160.687464
8.6,15,160.735473
8.7,14,160.77398
9.4,7,160.793983
9.4,7,160.814487
9.5,6,160.83299
9.0,11,160.865496
8.2,19,160.925006
9.0,11,160.959012
8.0,21,161.018522
8.0,21,161.078532
9.7,4,161.090034
7.5,26,161.173549
8.8,13,161.215557
7.7,24,161.288569
9.8,3,161.29757
8.8,13,161.333577
9.0,11,161.686138
8.1,20,161.744648
8.1,20,161.800658
9.3,8,161.823162
9.7,4,161.834664
9.2,9,161.860168
8.4,17,161.911677
8.7,14,161.953684
8.7,14,161.993191
7.9,22,162.055702
9.6,5,162.069705
7.7,24,162.137216
7.9,22,162.199227
8.3,18,162.250236
6.9,32,162.347253
7.6,25,162.738321
9.1,10,162.766824
8.1,20,162.823335
9.6,5,162.838838
7.5,26,162.914851
9.7,4,162.928354
9.4,7,162.948857
9.0,11,162.981863
9.2,9,163.007367
8.9,12,163.041373
7.5,26,163.114386
8.3,18,163.166395
8.1,20,163.225405
8.7,14,163.265412
9.0,11,163.296918
9.7,4,163.308419
8.6,15,163.351927
9.0,11,163.382932
9.5,6,163.399935
9.3,8,163.42894
9.5,6,163.450444
8.8,13,163.811507
9.8,3,163.821008
8.5,16,163.872517
8.5,16,163.918525
8.2,19,163.974535
8.4,17,164.023044
9.1,10,164.054049
8.3,18,164.109058
9.5,6,164.127062
8.5,16,164.175571
9.4,7,164.197074
8.9,12,164.230579
9.9,2,164.23608
8.3,18,164.287589
9.0,11,164.319595
9.0,11,164.3506
8.2,19,164.40561
9.2,9,164.434615
8.2,19,164.488124
7.9,22,164.872691
6.2,30,164.964207
8.9,12,165.000213
7.8,23,165.065724
8.1,20,165.127235
9.6,5,165.143238
8.1,20,165.201248
8.0,21,165.261759
8.6,15,165.305766
8.4,17,165.354775
10.0,1,165.357775
9.7,4,165.368777
7.9,22,165.437289
8.0,21,165.496299
8.7,14,165.535306
8.2,19,165.590316
9.6,5,165.606318
8.5,16,165.969881
9.1,10,166.002887
9.4,7,166.022891
8.9,12,166.066398
9.5,6,166.085901
9.2,9,166.118407
8.3,18,166.187919
9.4,7,166.208923
7.8,23,166.277935
8.6,15,166.326443
6.9,32,166.440963
7.9,22,166.513976
9.1,10,166.543481
8.5,16,166.59649
9.7,4,166.610993
9.0,11,166.649499
8.8,13,166.691506
8.5,16,166.747516
8.4,17,167.148586
7.9,22,167.211597
9.9,2,167.217598
9.5,6,167.234101
7.2,29,167.329618
9.2,9,167.366123
8.8,13,167.407631
9.5,6,167.424134
9.2,9,167.452139
9.6,5,167.466141
6.8,33,167.57466
7.9,22,167.644672
8.4,17,167.714685
8.2,19,167.783196
8.9,12,167.832204
8.8,13,167.878212
8.2,19,167.935723
8.7,14,167.981731
7.7,24,168.396802
7.7,24,168.472316
9.1,10,168.504321
9.7,4,168.515323
8.0,21,168.584335
8.1,20,168.653847
8.0,21,168.743363
8.1,20,168.805373
7.9,22,168.879387
9.3,8,168.907391
9.6,5,168.925894
7.5,26,169.000407
8.5,16,169.047415
9.0,11,169.079421
8.2,19,169.148933
8.4,17,169.545502
8.7,14,169.59051
8.7,14,169.630017
8.8,13,169.671024
8.0,21,169.737035
8.5,16,169.788544
9.9,2,169.795545
8.3,18,169.855556
7.8,23,169.925068
7.7,24,170.009082
7.2,29,170.105099
8.2,19,170.16961
8.7,14,170.220119
8.5,16,170.277629
8.9,12,170.316136
8.9,12,170.353642
9.5,6,170.722206
8.1,20,170.797719
8.1,20,170.857229
9.8,3,170.866731
7.6,25,170.945245
7.8,23,171.017757
10.0,1,171.020758
7.8,23,171.08877
7.9,22,171.161782
9.7,4,171.174284
8.8,13,171.217792
9.9,2,171.224793
9.9,2,171.232295
7.9,22,171.312809
9.1,10,171.349315
8.2,19,171.413826
9.7,4,171.428329
7.5,26,171.510343
8.8,13,171.874906
9.0,11,171.910412
9.9,2,171.916914
9.5,6,171.935917
7.7,24,172.01193
6.7,34,172.116448
8.7,14,172.157955
9.7,4,172.169457
7.9,22,172.235969
8.1,20,172.29748
9.2,9,172.324984
8.7,14,172.364991
7.8,23,172.432003
8.9,12,172.469009
9.4,7,172.491513
10.0,1,172.495014
8.6,15,172.540522
8.7,14,172.585029
9.6,5,172.600533
-6.0,60,173.136125
7.8,23,173.209638
8.2,19,173.263647
8.5,16,173.309155
8.5,16,173.354663
7.2,29,173.45118
7.9,22,173.519192
7.9,22,173.580702
9.2,9,173.608707
7.5,26,173.68522
9.4,7,173.708724
8.5,16,173.759233
9.3,8,173.782737
6.5,27,174.203811
9.9,2,174.210312
9.3,8,174.235316
8.3,18,174.287825
6.5,36,174.402345
7.5,26,174.48986
8.5,16,174.54337
9.8,3,174.553871
7.6,25,174.635385
7.7,24,174.712399
7.9,22,174.780911
9.3,8,174.806415
10.0,1,174.809916
8.5,16,174.856924
9.0,11,174.89093
9.1,10,174.924436
9.6,5,175.266995
8.5,16,175.312503
9.1,10,175.340508
9.8,3,175.349009
7.7,24,175.41652
8.1,20,175.483032
6.9,32,175.58755
7.6,25,175.658563
7.8,23,175.733076
9.5,6,175.751579
8.7,14,175.794586
8.4,17,175.842595
8.0,21,175.909106
9.6,5,175.925609
9.2,9,175.957115
8.7,14,176.002122
9.6,5,176.019125
7.9,22,176.413194
7.2,29,176.494208
8.6,15,176.535715
7.9,22,176.601227
9.7,4,176.612729
9.3,8,176.634732
9.0,11,176.667738
9.1,10,176.695743
9.0,11,176.726748
9.1,10,176.756253
8.7,14,176.800261
9.8,3,176.808762
8.9,12,176.842268
8.3,18,176.892776
8.1,20,176.951287
7.6,25,177.020299
9.6,5,177.036802
7.6,25,177.113815
8.4,17,177.48488
8.5,16,177.529888
9.6,5,177.54389
8.8,13,177.580897
7.8,23,177.679414
9.1,10,177.708919
7.3,28,177.794934
9.8,3,177.803935
6.9,32,177.896951
8.8,13,177.933458
8.2,19,177.990467
8.3,18,178.044977
8.6,15,178.090485
7.5,26,178.163997
8.4,17,178.216007
8.4,17,178.588571
7.9,22,178.651082
9.5,6,178.672586
8.9,12,178.708092
8.4,17,178.7561
6.6,35,178.861619
6.7,34,178.962636
9.6,5,178.976639
7.2,29,179.064154
8.2,19,179.118664
7.2,29,179.200177
8.3,18,179.252187
9.0,11,179.282692
4.9,43,179.729269
9.4,7,179.749273
9.0,11,179.783279
8.5,16,179.832287
9.7,4,179.843789
9.5,6,179.863793
9.6,5,179.878295
8.4,17,179.929804
7.6,25,180.007318
8.0,21,180.073329
8.4,17,180.131839
8.9,12,180.172346
8.0,21,180.236857
8.3,18,180.290367
9.9,2,180.296368
8.4,17,180.353878
8.1,20,180.423971
8.2,19,180.826459
9.4,7,180.847964
9.2,9,180.875469
9.4,7,180.895972
8.4,17,180.944981
7.4,27,181.025994
9.3,8,181.049999
9.3,8,181.072503
9.1,10,181.105008
7.9,22,181.166019
9.0,11,181.203525
10.0,1,181.207026
8.9,12,181.245533
9.9,2,181.253034
9.2,9,181.280038
8.0,21,181.343549
8.1,20,181.400059
8.2,19,181.455069
8.3,18,181.505078
9.3,8,181.527081
8.7,14,181.886644
8.8,13,181.92515
8.8,13,181.963657
7.2,29,182.045171
9.8,3,182.054173
7.4,27,182.134687
8.0,21,182.196698
7.8,23,182.261708
7.6,25,182.331721
7.9,22,182.398733
8.3,18,182.457243
10.0,1,182.461243
8.5,16,182.511752
7.4,27,182.589766
9.4,7,182.976833
7.3,28,183.056847
9.7,4,183.068349
9.9,2,183.07435
8.9,12,183.108856
8.9,12,183.143862
8.8,13,183.18687
7.9,22,183.251381
9.8,3,183.259882
9.6,5,183.273885
7.7,24,183.342896
8.8,13,183.379403
8.5,16,183.425911
9.3,8,183.453916
8.9,12,183.488922
8.2,19,183.542431
8.5,16,183.587439
8.6,15,183.629446
9.4,7,183.64945
9.1,10,183.677455
8.5,16,184.049519
9.3,8,184.072523
7.7,24,184.139535
9.6,5,184.153537
8.1,20,184.209547
7.1,30,184.297062
7.9,22,184.359073
8.6,15,184.40308
8.7,14,184.445088
9.4,7,184.464591
8.3,18,184.5176
8.6,15,184.559108
7.6,25,184.62912
7.2,29,184.720636
8.3,18,184.774145
9.1,10,185.143209
9.6,5,185.160212
9.0,11,185.196218
9.9,2,185.206721
7.9,22,185.278232
7.8,23,185.351245
8.8,13,185.393753
9.0,11,185.428259
8.6,15,185.474266
8.9,12,185.511273
9.0,11,185.546779
8.6,15,185.593787
8.7,14,185.638795
9.2,9,185.669801
9.5,6,185.688804
8.5,16,185.733811
8.4,17,185.78132
9.4,7,185.801323
8.1,20,185.857333
8.1,20,185.913843
8.9,12,186.273905
9.5,6,186.315912
8.5,16,186.363921
8.4,17,186.422431
8.7,14,186.470939
9.0,11,186.505445
7.8,23,186.583459
9.9,2,186.58896
7.1,30,186.680976
7.1,21,186.753989
9.3,8,186.781993
8.0,21,186.855506
7.9,22,186.924518
9.1,10,186.953023
8.4,17,187.002032
9.0,11,187.040038
8.8,13,187.081546
4.5,56,187.615138
8.4,17,187.670148
7.5,26,187.752662
9.0,11,187.791168
8.7,14,187.838177
8.5,16,187.891686
9.4,7,187.91619
8.2,19,187.976701
9.2,9,188.001705
8.4,17,188.049213
9.4,7,188.069217
7.9,22,188.141229
9.3,8,188.163733
9.4,7,188.186237
8.1,20,188.244747
9.5,6,188.614311
8.7,14,188.66532
8.2,19,188.72533
9.6,5,188.741833
8.0,21,188.808845
8.9,12,188.846352
8.0,21,188.929366
7.6,25,189.00738
8.9,12,189.045886
8.6,15,189.087893
8.5,16,189.136902
7.7,24,189.221917
8.7,14,189.262924
9.3,8,189.285428
8.0,21,189.344938
8.5,16,189.395947
8.2,19,189.797017
8.2,19,189.856027
9.1,10,189.891033
8.6,15,189.944542
9.7,4,189.956544
9.6,5,189.971047
9.3,8,190.000052
8.1,20,190.071064
8.9,12,190.10457
9.3,8,190.131075
9.0,11,190.168581
8.0,21,190.232092
8.6,15,190.2766
7.1,30,190.378618
9.2,9,190.409623
9.7,4,190.421125
9.8,3,190.429626
8.0,21,190.497138
8.6,15,190.548647
9.5,6,190.570151
9.1,10,190.601656
8.9,12,190.993224
8.6,15,191.037232
7.9,22,191.108244
